,codigo_ocorrencia,classificacao,tipo,localidade,uf,pais,aerodromo,dia_ocorrencia,horario,sera_investigada,comando_investigador,status_investigacao,numero_relatorio,relatorio_publicado,dia_publicacao,quantidade_recomendacoes,aeronaves_envolvidas,saida_pista,dia_extracao,modelo,tipo_motor,equipamento,quantidade_motores,nivel_dano,categoria_aviacao,fase_operacao
1649,31857,ACIDENTE,CORTE INVOLUNTÁRIO DO MOTOR,JUNDIAÍ,SP,BRASIL,****,2008-01-04,14:50:00,SIM,SERIPA-4,FINALIZADA,A-059/CENIPA/2011,1.0,2011-08-29,2,1,,2016-07-30,337G,PISTÃO,AVIÃO,2.0,SUBSTANCIAL,PARTICULAR,CIRCUITO DE TRÁFEGO
1650,53434,INCIDENTE GRAVE,PERDA DE CONTROLE NO SOLO,JUNDIAÍ,SP,BRASIL,SBJD,2015-08-11,12:20:00,SIM,SERIPA-4,FINALIZADA,IG-111/CENIPA/2015,1.0,2016-06-23,0,1,1.0,2016-07-30,152,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,INSTRUÇÃO,ARREMETIDA NO SOLO
1651,38815,ACIDENTE,PERDA DE CONTROLE NO SOLO,JUNDIAÍ,SP,BRASIL,****,2009-12-20,21:10:00,SIM,SERIPA-4,FINALIZADA,A-573/CENIPA/2014,1.0,2014-08-22,0,1,1.0,2016-07-30,152,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,INSTRUÇÃO,CORRIDA APÓS POUSO
1652,45757,ACIDENTE,PERDA DE CONTROLE EM VOO,JUNDIAÍ,SP,BRASIL,SBJD,2012-04-20,20:20:00,SIM,SERIPA-4,FINALIZADA,A-050/CENIPA/2014,1.0,2014-08-15,2,1,,2016-07-30,C90,TURBOÉLICE,AVIÃO,2.0,DESTRUÍDA,PARTICULAR,OUTRA FASE
1653,50753,ACIDENTE,FALHA DO MOTOR EM VOO,JUNDIAÍ,SP,BRASIL,SBJD,2014-03-16,16:30:00,***,SERIPA-4,,,,,0,1,,2016-07-30,SEAWIND AVIAO,***,AVIÃO,0.0,DESTRUÍDA,EXPERIMENTAL,CIRCUITO DE TRÁFEGO
1654,34339,ACIDENTE,PERDA DE CONTROLE NO SOLO,JUNDIAÍ,SP,BRASIL,****,2008-10-25,19:40:00,SIM,SERIPA-4,ATIVA,A DEFINIR,,,0,1,,2016-07-30,56-C-1,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,INSTRUÇÃO,DECOLAGEM
1655,41155,ACIDENTE,PERDA DE CONTROLE NO SOLO,JUNDIAÍ,SP,BRASIL,SBJD,2010-05-20,19:35:00,SIM,SERIPA-4,FINALIZADA,A-070/CENIPA/2012,1.0,2012-07-03,5,1,,2016-07-30,PA-42,PISTÃO,AVIÃO,2.0,SUBSTANCIAL,PARTICULAR,CORRIDA APÓS POUSO
1656,49233,ACIDENTE,FALHA DO MOTOR EM VOO,JUNDIAÍ,SP,BRASIL,SBJD,2013-08-03,15:24:00,SIM,SERIPA-4,ATIVA,A-140/CENIPA/2013,,,0,1,,2016-07-30,58,PISTÃO,AVIÃO,2.0,DESTRUÍDA,PARTICULAR,DECOLAGEM
1657,41829,ACIDENTE,FALHA DO MOTOR EM VOO,JUNDIAÍ,SP,BRASIL,SBJD,2010-06-29,19:20:00,SIM,SERIPA-4,FINALIZADA,A-506/CENIPA/2015,1.0,2015-07-21,2,1,1.0,2016-07-30,300,TURBOÉLICE,AVIÃO,2.0,LEVE,ADMINISTRAÇÃO DIRETA,DECOLAGEM
1658,46434,ACIDENTE,COLISÃO EM VOO COM OBSTÁCULO,JUQUIÁ,SP,BRASIL,****,2012-10-03,11:00:00,SIM,SERIPA-4,ATIVA,A DEFINIR,,,0,1,,2016-07-30,PA-25-260,PISTÃO,AVIÃO,1.0,DESTRUÍDA,AGRÍCOLA,NAVEGAÇÃO A BAIXA ALTURA
1659,45292,INCIDENTE GRAVE,COM TREM DE POUSO,FORMIGA,MG,BRASIL,****,2011-12-26,21:30:00,SIM,SERIPA-3,ATIVA,A DEFINIR,,,0,1,,2016-07-30,210L,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,PARTICULAR,POUSO
1660,38875,ACIDENTE,PERDA DE CONTROLE NO SOLO,FORMIGA,MG,BRASIL,****,2009-12-20,17:00:00,SIM,SERIPA-3,FINALIZADA,A-512/CENIPA/2015,1.0,2015-07-15,1,1,1.0,2016-07-30,SR22,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,PARTICULAR,DECOLAGEM
1661,47133,INCIDENTE GRAVE,PERDA DE CONTROLE NO SOLO,RIACHÃO DAS NEVES,BA,BRASIL,SDDQ,2013-03-06,13:50:00,SIM,SERIPA-2,FINALIZADA,IG-047/CENIPA/2013,1.0,2014-04-16,0,1,,2016-07-30,AT-502B,TURBOÉLICE,AVIÃO,1.0,SUBSTANCIAL,PARTICULAR,POUSO
1662,53166,INCIDENTE GRAVE,OUTROS TIPOS,RIACHÃO DAS NEVES,BA,BRASIL,****,2015-03-24,14:45:00,SIM,SERIPA-2,FINALIZADA,IG-044/CENIPA/2015,1.0,2015-10-19,0,1,,2016-07-30,AT-502B,TURBOÉLICE,AVIÃO,1.0,SUBSTANCIAL,PARTICULAR,POUSO
1663,53477,ACIDENTE,INDETERMINADA,LAVÍNIA,SP,BRASIL,****,2015-09-04,05:00:00,SIM,SERIPA-4,FINALIZADA,A-122/CENIPA/2015,1.0,2016-02-15,0,1,1.0,2016-07-30,EMB-810C,PISTÃO,AVIÃO,2.0,SUBSTANCIAL,PARTICULAR,POUSO
1664,53341,ACIDENTE,PERDA DE CONTROLE EM VOO,SIQUEIRA CAMPOS,PR,BRASIL,,2015-06-17,21:00:00,***,SERIPA-5,,,,,0,1,,2016-07-30,***,***,***,0.0,SUBSTANCIAL,EXPERIMENTAL,INDETERMINADA
1665,49614,ACIDENTE,COM TREM DE POUSO,LEME,SP,BRASIL,SDLL,2013-09-05,14:40:00,***,SERIPA-4,,,,,0,1,,2016-07-30,KR-2S,PISTÃO,ULTRALEVE,1.0,SUBSTANCIAL,EXPERIMENTAL,CORRIDA APÓS POUSO
1666,53566,ACIDENTE,POUSO EM LOCAL NÃO PREVISTO,LENÇÓIS PAULISTA,SP,BRASIL,****,2015-11-09,19:30:00,SIM,SERIPA-4,ATIVA,A-148/CENIPA/2015,,,0,1,,2016-07-30,EMB-721C,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,PARTICULAR,POUSO
1667,38379,INCIDENTE GRAVE,PERDA DE CONTROLE NO SOLO,LENÇÓIS PAULISTA,SP,BRASIL,****,2009-08-08,17:15:00,SIM,SERIPA-4,ATIVA,A DEFINIR,,,0,1,1.0,2016-07-30,PA-11,PISTÃO,AVIÃO,1.0,LEVE,INSTRUÇÃO,CORRIDA APÓS POUSO
1668,45821,ACIDENTE,COLISÃO EM VOO COM OBSTÁCULO,LENÇÓIS PAULISTA,SP,BRASIL,****,2012-05-01,17:15:00,SIM,SERIPA-4,FINALIZADA,A-172/CENIPA/2013,1.0,2013-12-30,2,1,,2016-07-30,R44,PISTÃO,HELICÓPTERO,1.0,DESTRUÍDA,PARTICULAR,DECOLAGEM
1669,53111,ACIDENTE,PERDA DE CONTROLE EM VOO,TAPIRA,PR,BRASIL,****,2015-02-05,10:40:00,SIM,SERIPA-5,FINALIZADA,A-019/CENIPA/2015,1.0,2015-11-16,1,1,,2016-07-30,EMB-201A,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,AGRÍCOLA,ESPECIALIZADA
1670,37815,ACIDENTE,OUTROS TIPOS,LIMEIRA,SP,BRASIL,****,2009-06-06,17:00:00,SIM,SERIPA-4,ATIVA,A DEFINIR,,,0,1,,2016-07-30,AMT-200,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,INSTRUÇÃO,DECOLAGEM
1671,38426,ACIDENTE,FALHA DO MOTOR EM VOO,LIMEIRA,SP,BRASIL,****,2009-08-30,18:10:00,SIM,SERIPA-4,FINALIZADA,A-081/CENIPA/2011,1.0,2011-09-23,2,1,,2016-07-30,EMB-711ST,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,INSTRUÇÃO,MANOBRA
1672,45589,ACIDENTE,PERDA DE CONTROLE EM VOO,LINS,SP,BRASIL,****,2012-03-02,17:34:00,SIM,SERIPA-4,ATIVA,A DEFINIR,,,0,1,,2016-07-30,PC-12/47,TURBOÉLICE,AVIÃO,1.0,SUBSTANCIAL,PARTICULAR,DECOLAGEM
1673,52816,ACIDENTE,FALHA DO MOTOR EM VOO,LINS,SP,BRASIL,****,2014-12-02,14:15:00,SIM,SERIPA-4,ATIVA,A-191/CENIPA/2014,,,0,1,,2016-07-30,PA-25-260,PISTÃO,AVIÃO,1.0,NENHUM,AGRÍCOLA,ESPECIALIZADA
1674,52831,ACIDENTE,PERDA DE CONTROLE EM VOO,TERRA BOA,PR,BRASIL,****,2014-12-07,16:00:00,SIM,SERIPA-5,FINALIZADA,A-196/CENIPA/2014,1.0,2015-10-19,0,1,,2016-07-30,R44,PISTÃO,HELICÓPTERO,1.0,SUBSTANCIAL,PARTICULAR,DECOLAGEM
1675,50412,ACIDENTE,OUTROS TIPOS,TERRA RICA,PR,BRASIL,****,2013-12-13,03:00:00,SIM,CENIPA,ATIVA,A-219/CENIPA/2013,,,0,1,,2016-07-30,TU206G,PISTÃO,AVIÃO,1.0,DESTRUÍDA,PARTICULAR,INDETERMINADA
1676,32284,INCIDENTE GRAVE,PERDA DE CONTROLE EM VOO,TERRA RICA,PR,BRASIL,****,2008-04-17,11:20:00,SIM,SERIPA-5,ATIVA,IG-574/CENIPA/2016,,,0,1,,2016-07-30,EMB-201,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,AGRÍCOLA,DECOLAGEM
1677,31255,ACIDENTE,PERDA DE CONTROLE NO SOLO,TERRA ROXA,PR,BRASIL,****,2007-10-03,14:30:00,SIM,SERIPA-5,ATIVA,A DEFINIR,,,0,1,1.0,2016-07-30,182B,PISTÃO,AVIÃO,1.0,DESTRUÍDA,PARTICULAR,CORRIDA APÓS POUSO
1678,53269,INCIDENTE GRAVE,COLISÃO EM VOO COM OBSTÁCULO,TERRA ROXA,PR,BRASIL,****,2015-05-05,11:30:00,SIM,SERIPA-5,FINALIZADA,IG-068/CENIPA/2015,1.0,2016-06-23,0,1,,2016-07-30,EMB-202,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,PARTICULAR,ESPECIALIZADA
1679,48660,INCIDENTE GRAVE,COM TREM DE POUSO,SALVADOR,BA,BRASIL,SBSV,2013-05-24,10:30:00,SIM,SERIPA-2,FINALIZADA,IG-101/CENIPA/2013,1.0,2013-08-26,0,1,,2016-07-30,150J,PISTÃO,AVIÃO,1.0,LEVE,INSTRUÇÃO,DECOLAGEM
1680,29678,INCIDENTE GRAVE,FALHA DE SISTEMA / COMPONENTE,SALVADOR,BA,BRASIL,SBSV,2007-03-19,17:30:00,SIM,SERIPA-2,ATIVA,A DEFINIR,,,0,1,,2016-07-30,737-3S3,JATO,AVIÃO,2.0,NENHUM,REGULAR,INDETERMINADA
1681,49158,INCIDENTE GRAVE,OUTROS TIPOS,SALVADOR,BA,BRASIL,SBSV,2013-07-26,22:34:00,SIM,CENIPA,ATIVA,IG-136/CENIPA/2013,,,0,1,,2016-07-30,ATR-72-212A,TURBOÉLICE,AVIÃO,2.0,NENHUM,REGULAR,CRUZEIRO
1682,40169,INCIDENTE GRAVE,COM TREM DE POUSO,SALVADOR,BA,BRASIL,SBSV,2009-12-26,19:11:00,SIM,SERIPA-2,ATIVA,IG-579/CENIPA/2016,,,0,1,,2016-07-30,310Q,PISTÃO,AVIÃO,2.0,LEVE,NÃO REGULAR,CORRIDA APÓS POUSO
1683,30036,INCIDENTE GRAVE,FALHA DE SISTEMA / COMPONENTE,SALVADOR,BA,BRASIL,SBSV,2007-03-06,23:15:00,SIM,SERIPA-2,FINALIZADA,IG-591/CENIPA/2014,1.0,2014-10-14,0,1,1.0,2016-07-30,EMB-820C CARAJA,TURBOÉLICE,AVIÃO,2.0,SUBSTANCIAL,TÁXI AÉREO,POUSO
1684,45800,INCIDENTE GRAVE,COM TREM DE POUSO,SALVADOR,BA,BRASIL,SBSV,2012-04-30,20:25:00,SIM,SERIPA-2,ATIVA,IG-566/CENIPA/2016,,,0,1,,2016-07-30,PA-32R-301,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,PARTICULAR,POUSO
1685,31129,ACIDENTE,PERDA DE CONTROLE EM VOO,SALVADOR,BA,BRASIL,SBSV,2007-11-22,13:11:00,SIM,SERIPA-2,FINALIZADA,A-007/CENIPA/2011,1.0,2011-05-03,2,1,,2016-07-30,PA-28-140,PISTÃO,AVIÃO,1.0,DESTRUÍDA,INSTRUÇÃO,DECOLAGEM
1686,49797,INCIDENTE GRAVE,COM TREM DE POUSO,SALVADOR,BA,BRASIL,SBSV,2013-10-06,13:45:00,SIM,SERIPA-2,FINALIZADA,IG-177/CENIPA/2013,1.0,2014-04-28,0,1,,2016-07-30,310Q,PISTÃO,AVIÃO,2.0,SUBSTANCIAL,PARTICULAR,POUSO
1687,52992,INCIDENTE GRAVE,COLISÃO COM AERONAVE NO SOLO,SALVADOR,BA,BRASIL,SBSV,2015-01-01,11:40:00,SIM,SERIPA-2,ATIVA,IG-001/CENIPA/2015,,,3,2,,2016-07-30,EMB-110P1,TURBOÉLICE,AVIÃO,2.0,LEVE,TÁXI AÉREO,TÁXI
1688,44649,INCIDENTE GRAVE,COM COMANDOS DE VOO,SALVADOR,BA,BRASIL,****,2011-06-20,17:20:00,SIM,SERIPA-2,ATIVA,IG-589/CENIPA/2016,,,0,1,,2016-07-30,150E,PISTÃO,AVIÃO,1.0,NENHUM,INSTRUÇÃO,MANOBRA
1689,30535,ACIDENTE,COM TREM DE POUSO,SALVADOR,BA,BRASIL,SBSV,2007-09-11,19:40:00,SIM,SERIPA-2,FINALIZADA,A-008/CENIPA/2012,1.0,2012-02-22,1,1,1.0,2016-07-30,310Q,PISTÃO,AVIÃO,2.0,SUBSTANCIAL,TÁXI AÉREO,POUSO
1690,44647,ACIDENTE,COLISÃO COM PÁSSARO,SALVADOR,BA,BRASIL,SBSV,2011-06-18,19:07:00,SIM,SERIPA-2,FINALIZADA,A-115/CENIPA/2012,1.0,2012-10-17,5,1,,2016-07-30,150J,PISTÃO,AVIÃO,1.0,LEVE,INSTRUÇÃO,CIRCUITO DE TRÁFEGO
1691,53332,INCIDENTE GRAVE,FALHA DE SISTEMA / COMPONENTE,SALVADOR,BA,BRASIL,SBSV,2015-06-19,09:25:00,SIM,SERIPA-2,ATIVA,IG-091/CENIPA/2015,,,0,1,1.0,2016-07-30,1124A,JATO,AVIÃO,2.0,SUBSTANCIAL,PARTICULAR,TÁXI
1692,53561,ACIDENTE,PERDA DE CONTROLE EM VOO,SALVADOR,BA,BRASIL,****,2015-10-31,18:50:00,SIM,SERIPA-2,ATIVA,A-142/CENIPA/2015,,,0,1,,2016-07-30,SLICK 540,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,EXPERIMENTAL,MANOBRA
1693,45048,ACIDENTE,COLISÃO EM VOO COM OBSTÁCULO,TIJUCAS DO SUL,PR,BRASIL,****,2011-08-31,18:00:00,SIM,SERIPA-5,ATIVA,A DEFINIR,,,0,1,,2016-07-30,R22 BETA,PISTÃO,HELICÓPTERO,1.0,SUBSTANCIAL,INSTRUÇÃO,MANOBRA
1694,45891,INCIDENTE GRAVE,COM TREM DE POUSO,TOLEDO,PR,BRASIL,SBTD,2012-05-23,11:35:00,SIM,SERIPA-5,FINALIZADA,IG-599/CENIPA/2014,1.0,2016-06-03,0,1,,2016-07-30,EMB-810D,PISTÃO,AVIÃO,2.0,SUBSTANCIAL,PARTICULAR,POUSO
1695,52976,ACIDENTE,PERDA DE CONTROLE EM VOO,TOLEDO,PR,BRASIL,SBTD,2015-01-04,22:04:00,SIM,SERIPA-5,FINALIZADA,A-003/CENIPA/2015 ,0.0,2016-06-16,6,1,,2016-07-30,SUPER PETREL LS,PISTÃO,ULTRALEVE,1.0,SUBSTANCIAL,EXPERIMENTAL,SUBIDA
1696,43988,ACIDENTE,PANE SECA,GOVERNADOR VALADARES,MG,BRASIL,****,2011-02-24,22:30:00,SIM,SERIPA-3,FINALIZADA,A-618/CENIPA/2014,1.0,2015-03-06,0,1,,2016-07-30,PA-28R-200,PISTÃO,AVIÃO,1.0,***,PARTICULAR,CRUZEIRO
1697,31866,ACIDENTE,PERDA DE CONTROLE EM VOO,LUIZIÂNIA,SP,BRASIL,****,2008-02-12,13:20:00,SIM,SERIPA-4,FINALIZADA,A-081/CENIPA/2012,1.0,2012-08-07,4,1,,2016-07-30,EMB-201A,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,ESPECIALIZADA,ESPECIALIZADA
1698,53271,INCIDENTE GRAVE,COM TREM DE POUSO,UMUARAMA,PR,BRASIL,****,2015-05-17,17:00:00,SIM,SERIPA-5,FINALIZADA,IG-074/CENIPA/2015,1.0,2016-06-23,0,1,,2016-07-30,EMB-711ST,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,PARTICULAR,CRUZEIRO
1699,45939,ACIDENTE,PERDA DE CONTROLE EM VOO,UMUARAMA,PR,BRASIL,****,2012-05-30,19:00:00,SIM,SERIPA-5,ATIVA,A-544/CENIPA/2016,,,0,1,,2016-07-30,EMB-202,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,AGRÍCOLA,ESPECIALIZADA
1700,40147,ACIDENTE,FALHA DE SISTEMA / COMPONENTE,UNIÃO DA VITÓRIA,PR,BRASIL,****,2010-04-08,14:20:00,SIM,SERIPA-5,FINALIZADA,A-016/CENIPA/2012,1.0,2012-02-22,3,1,1.0,2016-07-30,PA-34-220T,PISTÃO,AVIÃO,2.0,SUBSTANCIAL,PARTICULAR,POUSO
1701,53557,ACIDENTE,FALHA DO MOTOR EM VOO,GUARANÉSIA,MG,BRASIL,****,2015-10-18,20:30:00,***,SERIPA-3,,,,,0,1,,2016-07-30,***,***,ULTRALEVE,0.0,SUBSTANCIAL,EXPERIMENTAL,CRUZEIRO
1702,53547,ACIDENTE,PERDA DE CONTROLE EM VOO,GUARANI,MG,BRASIL,****,2015-10-25,19:30:00,SIM,SERIPA-3,ATIVA,A-141/CENIPA/2015,,,0,1,,2016-07-30,R44 II,PISTÃO,HELICÓPTERO,1.0,SUBSTANCIAL,PARTICULAR,DECOLAGEM
1703,53487,ACIDENTE,PERDA DE CONTROLE NO SOLO,SANTA RITA DE CÁSSIA,BA,BRASIL,****,2015-09-19,20:30:00,SIM,SERIPA-2,FINALIZADA,A-125/CENIPA/2015,1.0,2016-06-16,0,1,1.0,2016-07-30,PA-46-350P,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,PARTICULAR,POUSO
1704,51531,ACIDENTE,FALHA DO MOTOR EM VOO,MAIRIPORÃ,SP,BRASIL,****,2014-06-07,14:50:00,SIM,SERIPA-4,FINALIZADA,A-105/CENIPA/2014,1.0,2015-10-19,0,1,,2016-07-30,PA-28-140,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,INSTRUÇÃO,MANOBRA
1705,34500,ACIDENTE,POUSO EM LOCAL NÃO PREVISTO,SANTA TERESINHA,BA,BRASIL,****,2008-11-07,09:30:00,SIM,SERIPA-4,ATIVA,A DEFINIR,,,0,1,,2016-07-30,EMB-201A,PISTÃO,AVIÃO,1.0,DESTRUÍDA,AGRÍCOLA,NAVEGAÇÃO A BAIXA ALTURA
1706,53559,ACIDENTE,PERDA DE CONTROLE EM VOO,GUARDA-MOR,MG,BRASIL,****,2015-11-10,21:04:00,SIM,CENIPA,ATIVA,A-149/CENIPA/2015,,,0,1,,2016-07-30,650,JATO,AVIÃO,2.0,DESTRUÍDA,PARTICULAR,SUBIDA
1707,45088,ACIDENTE,PERDA DE CONTROLE EM VOO,MARABÁ PAULISTA,SP,BRASIL,****,2011-10-01,23:40:00,SIM,SERIPA-4,FINALIZADA,A-029/CENIPA/2013,1.0,2013-07-30,2,1,,2016-07-30,V35,PISTÃO,AVIÃO,1.0,DESTRUÍDA,PARTICULAR,DESCIDA
1708,51004,ACIDENTE,PERDA DE CONTROLE EM VOO,SÃO DESIDÉRIO,BA,BRASIL,****,2014-04-22,19:45:00,SIM,SERIPA-2,FINALIZADA,A-080/CENIPA/2014,1.0,2015-04-24,2,1,,2016-07-30,AT-502B,TURBOÉLICE,AVIÃO,1.0,DESTRUÍDA,PARTICULAR,ESPECIALIZADA
1709,53165,INCIDENTE GRAVE,COLISÃO EM VOO COM OBSTÁCULO,SÃO DESIDÉRIO,BA,BRASIL,****,2015-03-20,14:35:00,SIM,SERIPA-2,FINALIZADA,IG-041/CENIPA/2015,1.0,2015-11-16,0,1,,2016-07-30,EMB-202A,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,PARTICULAR,MANOBRA
1710,53468,ACIDENTE,FALHA DO MOTOR EM VOO,MARIÁPOLIS,SP,BRASIL,****,2015-08-30,19:30:00,SIM,SERIPA-4,ATIVA,A-119/CENIPA/2015,,,0,1,,2016-07-30,T210N,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,PARTICULAR,CRUZEIRO
1711,48772,ACIDENTE,COM TREM DE POUSO,MARÍLIA,SP,BRASIL,SBML,2013-06-05,16:10:00,SIM,SERIPA-4,ATIVA,A-107/CENIPA/2013,,,0,1,,2016-07-30,EMB-711ST,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,PARTICULAR,POUSO
1712,51022,INCIDENTE GRAVE,PANE SECA,MARÍLIA,SP,BRASIL,****,2014-03-09,17:10:00,SIM,SERIPA-4,FINALIZADA,IG-051/CENIPA/2014,1.0,2014-10-14,0,1,,2016-07-30,R44,PISTÃO,HELICÓPTERO,1.0,***,PARTICULAR,POUSO
1713,50693,ACIDENTE,COM COMANDOS DE VOO,GURINHATÃ,MG,BRASIL,****,2012-10-04,18:00:00,***,SERIPA-3,,,,,0,1,,2016-07-30,Excel Cargo,PISTÃO,ULTRALEVE,1.0,LEVE,EXPERIMENTAL,CRUZEIRO
1714,45799,ACIDENTE,FALHA DO MOTOR EM VOO,SÃO SEBASTIÃO DO PASSÉ,BA,BRASIL,****,2012-04-27,12:40:00,SIM,SERIPA-2,FINALIZADA,A-107/CENIPA/2013,1.0,2014-08-15,1,1,,2016-07-30,EMB-712,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,INSTRUÇÃO,DESCIDA
1715,28617,ACIDENTE,FALHA DO MOTOR EM VOO,SÃO SEBASTIÃO DO PASSÉ,BA,BRASIL,****,2007-03-14,16:55:00,SIM,SERIPA-2,FINALIZADA,A-040/CENIPA/2009,1.0,2009-07-31,10,1,,2016-07-30,500-S,PISTÃO,AVIÃO,2.0,DESTRUÍDA,TÁXI AÉREO,DESCIDA
1716,46704,ACIDENTE,OUTROS TIPOS,IBIÁ,MG,BRASIL,****,2012-12-10,18:00:00,SIM,SERIPA-3,FINALIZADA,A-156/CENIPA/2013,1.0,2013-11-13,0,1,,2016-07-30,182P,PISTÃO,AVIÃO,1.0,DESTRUÍDA,PARTICULAR,POUSO
1717,45269,ACIDENTE,PERDA DE CONTROLE NO SOLO,MIGUELÓPOLIS,SP,BRASIL,****,2011-11-11,15:30:00,SIM,SERIPA-4,ATIVA,A DEFINIR,,,0,1,,2016-07-30,SR20,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,PARTICULAR,CORRIDA APÓS POUSO
1718,43774,ACIDENTE,FALHA DE SISTEMA / COMPONENTE,MIRACATU,SP,BRASIL,****,2011-01-31,12:30:00,SIM,SERIPA-4,FINALIZADA,A-522/CENIPA/2014,1.0,2014-07-21,1,1,,2016-07-30,PA-25-235,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,AGRÍCOLA,ESPECIALIZADA
1719,53572,ACIDENTE,PERDA DE CONTROLE EM VOO,MIRACATU,SP,BRASIL,****,2015-11-17,15:55:00,SIM,SERIPA-4,ATIVA,A-154/CENIPA/2015,,,0,1,,2016-07-30,PA-25-235,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,AGRÍCOLA,DECOLAGEM
1720,44753,ACIDENTE,PERDA DE CONTROLE EM VOO,MIRACATU,SP,BRASIL,****,2007-03-16,11:15:00,SIM,SERIPA-4,ATIVA,A DEFINIR,,,0,1,,2016-07-30,PA-25-235,PISTÃO,AVIÃO,1.0,DESTRUÍDA,AGRÍCOLA,NAVEGAÇÃO A BAIXA ALTURA
1721,50838,ACIDENTE,PERDA DE CONTROLE EM VOO,MIRACATU,SP,BRASIL,****,2013-12-03,13:15:00,SIM,SERIPA-4,ATIVA,A DEFINIR,,,0,1,,2016-07-30,PA-25-260,PISTÃO,AVIÃO,1.0,DESTRUÍDA,AGRÍCOLA,ESPECIALIZADA
1722,46498,ACIDENTE,PERDA DE CONTROLE EM VOO,SENTO SÉ,BA,BRASIL,****,2012-10-25,13:00:00,SIM,SERIPA-2,FINALIZADA,A-045/CENIPA/2014,1.0,2014-06-02,1,1,,2016-07-30,R44 II,PISTÃO,HELICÓPTERO,1.0,SUBSTANCIAL,MÚLTIPLA,CRUZEIRO
1723,53473,ACIDENTE,FALHA ESTRUTURAL,MIRASSOL,SP,BRASIL,SDMH,2015-08-21,20:50:00,***,SERIPA-4,,,,,0,1,,2016-07-30,***,***,ULTRALEVE,,SUBSTANCIAL,PARTICULAR,CRUZEIRO
1724,53556,ACIDENTE,FALHA ESTRUTURAL,MIRASSOL,SP,BRASIL,SDMH,2015-11-02,09:30:00,***,SERIPA-4,,,,,0,1,,2016-07-30,***,***,ULTRALEVE,,DESTRUÍDA,EXPERIMENTAL,CRUZEIRO
1725,35016,ACIDENTE,FALHA DO MOTOR EM VOO,MOGI DAS CRUZES,SP,BRASIL,****,2009-01-01,15:35:00,SIM,SERIPA-4,FINALIZADA,A-022/CENIPA/2012,1.0,2012-03-22,6,1,,2016-07-30,AT-6D,PISTÃO,AVIÃO,1.0,SUBSTANCIAL,ESPECIALIZADA,ESPECIALIZADA
1726,31197,ACIDENTE,PERDA DE CONTROLE EM VOO,MOGI DAS CRUZES,SP,BRASIL,****,2007-11-01,17:45:00,SIM,SERIPA-4,FINALIZADA,A-595/CENIPA/2014,1.0,2014-10-01,0,1,,2016-07-30,R22,PISTÃO,HELICÓPTERO,1.0,SUBSTANCIAL,INSTRUÇÃO,MANOBRA
1727,43629,ACIDENTE,PERDA DE CONTROLE EM VOO,MOGI DAS CRUZES,SP,BRASIL,****,2011-01-07,15:45:00,SIM,SERIPA-4,ATIVA,A DEFINIR,,,0,1,,2016-07-30,R22 BETA,PISTÃO,HELICÓPTERO,1.0,SUBSTANCIAL,INSTRUÇÃO,MANOBRA
1728,26860,ACIDENTE,CFIT - COLISÃO EM VOO CONTROLADO COM O TERRENO,MOGI DAS CRUZES,SP,BRASIL,****,2006-05-05,13:30:00,SIM,SERIPA-4,FINALIZADA,A-077/CENIPA/2012,1.0,2012-08-08,2,1,,2016-07-30,R44,PISTÃO,HELICÓPTERO,1.0,DESTRUÍDA,PARTICULAR,CRUZEIRO
1729,32675,ACIDENTE,PERDA DE CONTROLE EM VOO,MOGI GUAÇU,SP,BRASIL,****,2008-05-14,19:30:00,SIM,SERIPA-4,FINALIZADA,A-130/CENIPA/2011,1.0,2011-12-21,2,1,,2016-07-30,R44,PISTÃO,HELICÓPTERO,1.0,SUBSTANCIAL,PARTICULAR,DECOLAGEM
